word,confidence,bbox
GOODS,95.515411376953125,"16,197,152,226"
INTENDED,96.48796081542969,"171,195,403,224"
FOR,96.523101806640625,"424,193,512,222"
SWEDISH,96.18994140625,"530,189,735,220"
PAVILION,96.0245590209961,"84,242,304,272"
AT,96.26956939697266,"324,242,384,272"
FAIR,95.5221939086914,"401,240,512,269"
SINKS,96.060211181640625,"532,238,666,268"
WITH,96.53519439697266,"224,288,345,316"
NORGE.,96.0802001953125,"363,286,522,316"
" €,",0,"0,396,72,422"
"A,",78.92597198486328,"114,395,148,419"
"Ekstromer,",78.110992431640625,"190,394,376,421"
chdirman,65.80684661865234,"412,391,574,428"
of,57.321449279785156,"614,394,645,417"
the),28.912567138671875,"685,392,757,423"
American,95.74628448486328,"16,433,173,457"
committee,94.35801696777344,"198,430,369,455"
which,94.35801696777344,"395,431,494,455"
secured,96.340850830078125,"518,431,643,456"
part,95.84056854248047,"667,431,736,460"
of,91.3299331665039,"15,462,47,484"
the,94.333465576171875,"63,461,112,484"
funds,96.32308197021484,"130,460,221,484"
for,96.42350769042969,"238,460,285,483"
the,96.31193542480469,"304,460,354,484"
erection,96.42829895019531,"370,460,503,484"
of,96.73722076416016,"519,460,552,483"
the,93.29754638671875,"568,460,619,483"
Swed-,91.323577880859375,"636,459,735,484"
ish,94.54351043701172,"15,490,60,512"
pavilion,90.1501693725586,"80,489,209,516"
at,96.32942962646484,"228,491,260,510"
the,96.29328918457031,"280,488,330,510"
World's,70.54335021972656,"351,488,483,513"
"Fair,",83.67132568359375,"499,488,580,513"
received,96.52696228027344,"600,487,736,511"
word,95.47816467285156,"16,516,96,539"
yesterday,89.7649154663086,"119,516,278,544"
that,89.7649154663086,"302,516,368,538"
a,90.585723876953125,"389,523,408,538"
very,96.17578887939453,"428,521,501,541"
valuable,81.9906997680664,"523,515,665,543"
ex-,92.41353607177734,"685,520,736,538"
hibit,96.479827880859375,"16,544,90,566"
of,95.77903747558594,"107,544,139,566"
silverware,96.25994873046875,"156,544,329,566"
intended,96.437652587890625,"347,544,487,566"
for,96.658843994140625,"505,544,552,566"
the,92.66253662109375,"569,544,620,565"
Swed-,63.225955963134766,"637,541,736,566"
ish,96.17436218261719,"16,571,62,595"
pavilion,86.26473236083984,"83,572,214,599"
had,96.11820220947266,"236,571,294,595"
been,96.55271911621094,"319,572,391,595"
lost,96.73729705810547,"414,572,472,595"
in,87.98860168457031,"493,572,522,594"
the,96.75908660888672,"544,572,595,594"
sinking,95.6352767944336,"616,570,738,598"
of,96.18547821044922,"16,601,48,625"
the,90.603515625,"63,600,114,624"
stezamshtp,20.965347290039062,"130,600,297,628"
Norge,95.98400115966797,"312,600,413,626"
early,96.42443084716797,"429,601,514,629"
In,83.4612808227539,"531,601,560,624"
the,96.6246337890625,"576,600,629,625"
week.,53.27384567260742,"646,599,757,623"
The,96.97701263427734,"17,629,79,654"
silverware,96.04078674316406,"103,630,276,654"
was,95.77427673339844,"299,636,363,654"
made,82.947265625,"388,628,481,656"
by,91.82105255126953,"499,632,538,658"
K.,89.7591323852539,"563,630,598,654"
Ander-,91.05033874511719,"624,628,739,653"
"son,",95.32234954833984,"18,664,80,684"
court,96.51377868652344,"99,662,185,682"
jeweler,96.1568603515625,"204,659,325,686"
"at,",95.34769439697266,"342,662,383,685"
"Stockholm,",93.20763397216797,"393,656,578,685"
and,96.43550109863281,"598,659,657,683"
was,96.35784912109375,"676,663,740,682"
sent,95.95197296142578,"18,689,82,709"
from,95.69581604003906,"104,686,179,710"
that,94.75786590576172,"198,687,266,709"
city,95.93940734863281,"285,688,346,714"
to,96.83988189697266,"364,690,394,710"
Copenhagen,95.2705307006836,"412,688,613,714"
by,92.87263488769531,"632,687,672,714"
ex-,92.57843017578125,"690,692,740,709"
piso,14.580848693847656,"41,711,112,768"
Tt,96.14353942871094,"153,715,183,740"
was,93.25813293457031,"212,720,275,738"
plnced,51.20619201660156,"301,716,405,741"
on,95.462646484375,"432,717,476,737"
the,95.63572692871094,"496,716,547,738"
steamship,95.91835021972656,"572,714,741,740"
"Norge,",96.54408264160156,"21,742,127,767"
billed,96.10021209716797,"154,742,241,764"
to,94.52571868896484,"269,746,298,765"
"""New",87.05030059814453,"317,742,399,765"
"Yofk,",89.08357238769531,"423,741,514,771"
and,92.51683044433594,"538,743,598,765"
wax,51.29646301269531,"622,748,686,766"
to,87.81999969482422,"711,744,742,765"
bave,75.5019760131836,"21,770,98,792"
been,87.0361328125,"122,770,195,792"
expressed,96.320343017578125,"222,771,383,798"
to,95.73486328125,"409,773,440,799"
Bi.,54.147926330566406,"462,770,520,798"
Louis.,73.233734130859375,"535,770,634,794"
The,77.14173889160156,"678,769,742,793"
silverware,92.84700012207031,"20,799,190,821"
was,96.52777099609375,"209,804,273,821"
"hand-carved,",85.995391845703125,"290,799,506,825"
and,95.98143005371094,"525,800,584,824"
bore,96.7200698852539,"603,800,674,822"
the,95.75748443603516,"691,798,742,822"
‘Swedish,92.35111236572266,"14,823,151,855"
hail,86.48368072509766,"170,826,230,850"
mark.,94.4432144165039,"248,827,342,850"
It,91.29940032958984,"380,829,404,851"
consisted,95.774749755859375,"422,827,574,854"
of,96.369384765625,"590,827,623,851"
drink.,25.620330810546875,"639,826,742,851"
ing,51.825965881347656,"21,854,72,881"
"cups,",51.825965881347656,"101,860,183,881"
water,94.69566345214844,"215,856,311,884"
"‘pitchers,",63.113826751708984,"327,855,482,884"
"vases,",95.74633026123047,"514,862,612,883"
"trays,",90.1434326171875,"646,858,741,880"
jardinieres,91.08103942871094,"21,883,199,909"
and,96.77558898925781,"218,884,277,905"
many,79.59312438964844,"298,884,378,913"
‘other,62.22091293334961,"393,879,489,917"
jerticles.,24.856887817382812,"504,884,644,912"
The,95.692657470703125,"680,883,744,907"
collection,48.49830627441406,"21,910,177,934"
was,95.85115814208984,"202,916,264,934"
"valued,",79.147430419921875,"288,909,405,939"
at,94.46673583984375,"428,914,463,935"
manufacturer's,92.26863098144531,"484,910,743,936"
